Country,Continent,Year,Population,GPD per capita,"Life expectancy at birth, total (years)"
Uganda,Africa,1997,21210254,816.559081,44.578
Uganda,Africa,2002,24739869,927.7210018,47.813
Uganda,Africa,2007,29170398,1056.380121,51.542
United Kingdom,Europe,1952,50430000,9979.508487,69.18
United Kingdom,Europe,1957,51430000,11283.17795,70.42
United Kingdom,Europe,1962,53292000,12477.17707,70.76
United Kingdom,Europe,1967,54959000,14142.85089,71.36
United Kingdom,Europe,1972,56079000,15895.11641,72.01
United Kingdom,Europe,1977,56179000,17428.74846,72.76
United Kingdom,Europe,1982,56339704,18232.42452,74.04
United Kingdom,Europe,1987,56981620,21664.78767,75.007
United Kingdom,Europe,1992,57866349,22705.09254,76.42
United Kingdom,Europe,1997,58808266,26074.53136,77.218
United Kingdom,Europe,2002,59912431,29478.99919,78.471
United Kingdom,Europe,2007,60776238,33203.26128,79.425
United States,Americas,1952,157553000,13990.48208,68.44
United States,Americas,1957,171984000,14847.12712,69.49
United States,Americas,1962,186538000,16173.14586,70.21
United States,Americas,1967,198712000,19530.36557,70.76
United States,Americas,1972,209896000,21806.03594,71.34
United States,Americas,1977,220239000,24072.63213,73.38
United States,Americas,1982,232187835,25009.55914,74.65
United States,Americas,1987,242803533,29884.35041,75.02
United States,Americas,1992,256894189,32003.93224,76.09
United States,Americas,1997,272911760,35767.43303,76.81
United States,Americas,2002,287675526,39097.09955,77.31
United States,Americas,2007,301139947,42951.65309,78.242
Uruguay,Americas,1952,2252965,5716.766744,66.071
Uruguay,Americas,1957,2424959,6150.772969,67.044
Uruguay,Americas,1962,2598466,5603.357717,68.253
Uruguay,Americas,1967,2748579,5444.61962,68.468
Uruguay,Americas,1972,2829526,5703.408898,68.673
Uruguay,Americas,1977,2873520,6504.339663,69.481
Uruguay,Americas,1982,2953997,6920.223051,70.805
Uruguay,Americas,1987,3045153,7452.398969,71.918
Uruguay,Americas,1992,3149262,8137.004775,72.752
Uruguay,Americas,1997,3262838,9230.240708,74.223
Uruguay,Americas,2002,3363085,7727.002004,75.307
Uruguay,Americas,2007,3447496,10611.46299,76.384
Venezuela,Americas,1952,5439568,7689.799761,55.088
Venezuela,Americas,1957,6702668,9802.466526,57.907
Venezuela,Americas,1962,8143375,8422.974165,60.77
Venezuela,Americas,1967,9709552,9541.474188,63.479
Venezuela,Americas,1972,11515649,10505.25966,65.712
Venezuela,Americas,1977,13503563,13143.95095,67.456
Venezuela,Americas,1982,15620766,11152.41011,68.557
Venezuela,Americas,1987,17910182,9883.584648,70.19
Venezuela,Americas,1992,20265563,10733.92631,71.15
Venezuela,Americas,1997,22374398,10165.49518,72.146
Venezuela,Americas,2002,24287670,8605.047831,72.766
Venezuela,Americas,2007,26084662,11415.80569,73.747
Vietnam,Asia,1952,26246839,605.0664917,40.412
Vietnam,Asia,1957,28998543,676.2854478,42.887
Vietnam,Asia,1962,33796140,772.0491602,45.363
Vietnam,Asia,1967,39463910,637.1232887,47.838
Vietnam,Asia,1972,44655014,699.5016441,50.254
Vietnam,Asia,1977,50533506,713.5371196,55.764
Vietnam,Asia,1982,56142181,707.2357863,58.816
Vietnam,Asia,1987,62826491,820.7994449,62.82
Vietnam,Asia,1992,69940728,989.0231487,67.662
Vietnam,Asia,1997,76048996,1385.896769,70.672
Vietnam,Asia,2002,80908147,1764.456677,73.017
Vietnam,Asia,2007,85262356,2441.576404,74.249
Yemen,Asia,1952,4963829,781.7175761,32.548
Yemen,Asia,1957,5498090,804.8304547,33.97
Yemen,Asia,1962,6120081,825.6232006,35.18
Yemen,Asia,1967,6740785,862.4421463,36.984
Yemen,Asia,1972,7407075,1265.047031,39.848
Yemen,Asia,1977,8403990,1829.765177,44.175
Yemen,Asia,1982,9657618,1977.55701,49.113
Yemen,Asia,1987,11219340,1971.741538,52.922
Yemen,Asia,1992,13367997,1879.496673,55.599
Yemen,Asia,1997,15826497,2117.484526,58.02
Yemen,Asia,2002,18701257,2234.820827,60.308
Yemen,Asia,2007,22211743,2280.769906,62.698
Zambia,Africa,1952,2672000,1147.388831,42.038
Zambia,Africa,1957,3016000,1311.956766,44.077
Zambia,Africa,1962,3421000,1452.725766,46.023
Zambia,Africa,1967,3900000,1777.077318,47.768
Zambia,Africa,1972,4506497,1773.498265,50.107
Zambia,Africa,1977,5216550,1588.688299,51.386
Zambia,Africa,1982,6100407,1408.678565,51.821
Zambia,Africa,1987,7272406,1213.315116,50.821
Zambia,Africa,1992,8381163,1210.884633,46.1
Zambia,Africa,1997,9417789,1071.353818,40.238
Zambia,Africa,2002,10595811,1071.613938,39.193
Zambia,Africa,2007,11746035,1271.211593,42.384
Zimbabwe,Africa,1952,3080907,406.8841148,48.451
Zimbabwe,Africa,1957,3646340,518.7642681,50.469
Zimbabwe,Africa,1962,4277736,527.2721818,52.358
Zimbabwe,Africa,1967,4995432,569.7950712,53.995
Zimbabwe,Africa,1972,5861135,799.3621758,55.635
Zimbabwe,Africa,1977,6642107,685.5876821,57.674
Zimbabwe,Africa,1982,7636524,788.8550411,60.363
Zimbabwe,Africa,1987,9216418,706.1573059,62.351
Zimbabwe,Africa,1992,10704340,693.4207856,60.377
Zimbabwe,Africa,1997,11404948,792.4499603,46.809
Zimbabwe,Africa,2002,11926563,672.0386227,39.989
Zimbabwe,Africa,2007,12311143,469.7092981,43.487
